title,profitable_budget,profitable_revenue
The Riot Club,0.0,2146041.0
A Walk Among the Tombstones,2.8E7,5.31816E7
My Old Lady,5000000.0,7527232.0
Laggies,0.0,1066981.0
What We Did on Our Holiday,0.0,1289998.0
Force Majeure,0.0,1359497.0
The November Man,1.5E7,3.255612E7
Cold Turkey,0.0,1.1E7
White Bird in a Blizzard,0.0,33821.0
The Boxtrolls,6.0E7,1.08255768E8
This Is Where I Leave You,1.98E7,4.129632E7
The Look of Silence,0.0,332710.0
American Sniper,5.88E7,5.4230739E8
Hector and the Search for Happiness,0.0,1124445.0
Rigor Mortis,0.0,7865.0
Annabelle,6500000.0,2.55273808E8
Two Night Stand,0.0,18612.0
Dracula Untold,7.0E7,2.155292E8
The Prince,1.8E7,2.665868E8
1738897,0.0,2.171427
The Captive,0.0,1075178.0
The Swan Princess: Escape from Castle Mountain,0.0,273644.0
What We Do in the Shadows,0.0,3333000.0
The Best of Me,2.6E7,3.5926212E7
John Wick,2.0E7,8.8761664E7
The Judge,5.0E7,8.3719392E7
The Disappearance of Eleanor Rigby: Them,0.0,985007.0
Love Is Strange,0.0,2262223.0
0,0.0,1.691508
The Salvation,1.05E7,4.207E7
