title,profitable_budget,profitable_revenue
Back to the Future Part III,4.0E7,2.44527584E8
The Poseidon Adventure,5000000.0,8.456312E7
Bambi,858000.0,2.67447152E8
Dangerous Liaisons,1.4E7,3.467072E7
The Last Temptation of Christ,7000000.0,8373585.0
The Godfather: Part III,5.4E7,1.36766064E8
The Rapture,1227401.0,1277401.0
Jane Austen's Mafia!,1.0E7,1.9E7
Saving Private Ryan,7.0E7,4.81840896E8
2020700,0.0,3.993327
The Black Hole,2.0E7,3.58419E7
Cheetah,5000000.0,8153677.0
D2: The Mighty Ducks,0.0,4.5610408E7
A Far Off Place,0.0,1.2890752E7
Flight of the Navigator,0.0,1.8564612E7
The Great Mouse Detective,1.4E7,3.8625552E7
Hocus Pocus,2.8E7,3.9514712E7
Honey I Blew Up the Kid,4.0E7,5.8662452E7
"Honey, I Shrunk the Kids",3.2E7,2.22724176E8
BASEketball,0.0,7027290.0
Roger & Me,160000.0,6706368.0
Doctor Zhivago,1.1E7,1.1185836E8
Fanny & Alexander,0.0,4971340.0
The Trip to Bountiful,0.0,7218340.0
The 'Burbs,1.8E7,3.6602E7
Blue Velvet,6000000.0,8551228.0
The Journey of Natty Gann,0.0,2135577.0
The Jungle Book,4000000.0,2.05843616E8
Lady and the Tramp,0.0,9.36E7
The Little Mermaid,4.0E7,2.223E8
The Mighty Ducks,1.0E7,5.0752336E7
The Muppet Christmas Carol,0.0,2.7281508E7
One Hundred and One Dalmatians,4000000.0,2.15880016E8
Peter Pan,4000000.0,8.7404648E7
The Rescuers Down Under,3.7931E7,4.743146E7
The Rescuers,1200000.0,7.1215872E7
The Rocketeer,4.2E7,6.2E7
Sleeping Beauty,6000000.0,5.1E7
Splash,8000000.0,6.9821336E7
Squanto: A Warrior's Tale,0.0,3337685.0
Swing Kids,0.0,5632086.0
Halloween: H20,1.7E7,5.5041736E7
The Jerk,0.0,7.3961416E7
Dead Men Don't Wear Plaid,0.0,1.819617E7
The Outsiders,1.0E7,3.3697648E7
Indiana Jones and the Temple of Doom,2.8E7,3.33E8
The Lord of the Rings,4000000.0,3.047142E7
The Dead Zone,1.0E7,2.0766616E7
Cujo,5000000.0,2.12E7
Children of the Corn,800000.0,1.4E7
All Dogs Go to Heaven,1.38E7,2.7100028E7
The Addams Family,3.0E7,1.91502432E8
Ever After: A Cinderella Story,2.6E7,6.5705772E7
Atlantic City,7200000.0,1.2729678E7
Who's Afraid of Virginia Woolf?,7500000.0,3.3736688E7
Adventures in Babysitting,0.0,3.4368476E7
Watership Down,1000000.0,3713768.0
The Secret of NIMH,7000000.0,1.4665733E7
The Dark Crystal,1.5E7,4.0577E7
An American Tail: Fievel Goes West,0.0,4.076604E7
Sixteen Candles,6500000.0,2.3686028E7
Pretty in Pink,0.0,4.0471664E7
St. Elmo's Fire,0.0,3.7803872E7
House II: The Second Story,0.0,7800000.0
Air Bud: Golden Receiver,0.0,1.0224116E7
How Stella Got Her Groove Back,2.0E7,3.7672352E7
Blade,4.5E7,1.31183528E8
Dance with Me,0.0,15.0
Beetlejuice,1.5E7,7.3326664E7
Family Plot,2000000.0,7900000.0
Frenzy,3500000.0,1.26E7
Topaz,4000000.0,6000000.0
Torn Curtain,3000000.0,1.3E7
Marnie,2135161.0,7000000.0
The Wrong Man,1200000.0,2000000.0
The Man Who Knew Too Much,2500000.0,1.025E7
The Trouble with Harry,1200000.0,7000000.0
Strangers on a Train,1200000.0,7000000.0
54,1.3E7,1.6757163E7
Why Do Fools Fall In Love,0.0,1.241365E7
Willow,3.5E7,5.7269864E7
The Untouchables,2.5E7,7.6270456E7
Suspicion,1103000.0,4500000.0
Rounders,1.2E7,2.2921898E7
Cube,250000.0,501818.0
Digging to China,0.0,33556.0
Broadcast News,2.0E7,5.1249404E7
Working Girl,2.8E7,1.03173632E8
Say Anything...,0.0,2.0036736E7
Toys,0.0,2.3278932E7
Parasite,800000.0,7000000.0
Blame It on Rio,0.0,1.86E7
About Last Night...,0.0,3.8702312E7
The Seventh Sign,0.0,1.8875012E7
A Few Good Men,4.0E7,2.43240176E8
Indecent Proposal,3.8E7,2.66614064E8
Rush Hour,3.3E7,2.44386864E8
A Soldier's Daughter Never Cries,0.0,1782005.0
Urban Legend,1.4E7,7.2527592E7
If....,0.0,500000.0
The Thing,1.5E7,1.962976E7
The Player,8000000.0,2.17061E7
Stardust Memories,1.0E7,1.0389003E7
Edward Scissorhands,2.0E7,5.3E7
Antz,6.0E7,1.71757856E8
The Impostors,0.0,2197921.0
A Night at the Roxbury,1.7E7,3.0331164E7
History of the World: Part I,1.1E7,3.1672908E7
My Cousin Vinny,1.1E7,6.4088552E7
2010,2.8E7,4.0400656E7
Children of a Lesser God,0.0,3.185308E7
Life Is Beautiful,2.0E7,2.294E8
Tales from the Darkside: The Movie,3500000.0,1.6324573E7
American History X,2.0E7,2.3875128E7
Living Out Loud,1.2E7,1.290279E7
The Siege,7.0E7,1.16672912E8
The Waterboy,2.3E7,1.85991648E8
Elizabeth,3.0E7,8.215064E7
Velvet Goldmine,0.0,1053788.0
Mona Lisa,0.0,5794184.0
Heart Condition,0.0,4100000.0
Nights of Cabiria,0.0,752045.0
Enemy of the State,9.0E7,2.5064984E8
The Rugrats Movie,3.0E7,1.0049168E8
Central Station,2900000.0,5596708.0
Pink Flamingos,12000.0,6000000.0
King Kong,672000.0,1.0E7
King Kong,2.3E7,9.0614448E7
Fletch Lives,8045760.0,3.515096E7
Gung Ho,0.0,3.6611608E7
The Money Pit,1.0E7,5.4999652E7
A View to a Kill,3.0E7,1.52427968E8
Police Academy,4500000.0,1.46198896E8
Police Academy 2: Their First Assignment,0.0,5.56E7
Police Academy 3: Back in Training,0.0,4.3579164E7
Police Academy 4: Citizens on Patrol,0.0,2.8061344E7
Police Academy 5: Assignment Miami Beach,0.0,1.9510372E7
Police Academy 6: City Under Siege,0.0,1.1567217E7
Ringmaster,3500000.0,9247881.0
The Prince of Egypt,7.0E7,2.18613184E8
Rushmore,9000000.0,1.7096052E7
Pale Rider,0.0,4.1410568E7
Rambo: First Blood Part II,4.4E7,3.00400448E8
First Blood,1.5E7,1.25212904E8
Rambo III,6.3E7,1.89015616E8
The Jewel of the Nile,2.5E7,9.67732E7
Romancing the Stone,1.0E7,8.657224E7
Cocoon,0.0,8.531312E7
Cocoon: The Return,1.75E7,2.502492E7
Rocky II,7000000.0,2.0018216E8
Rocky III,1.7E7,2.7E8
Rocky IV,3.1E7,3.00473728E8
Rocky V,4.2E7,1.1994636E8
Back to School,0.0,9.1258E7
Extremities,0.0,1.3418091E7
The Karate Kid,8000000.0,9.081556E7
"The Karate Kid, Part II",113.0,1.15103976E8
"The Karate Kid, Part III",0.0,3.8956288E7
You've Got Mail,6.5E7,2.50821488E8
The General,0.0,1214198.0
The Thin Red Line,5.2E7,9.8126568E7
The Faculty,1.5E7,4.028332E7
Patch Adams,5.0E7,2.02292896E8
Tea with Mussolini,1.2E7,2.1001564E7
Affliction,6000000.0,6330054.0
Howard the Duck,3.7E7,3.7962776E7
The Boy Who Could Fly,0.0,7177431.0
The Fly,700000.0,3000000.0
The Fly,1.5E7,6.062916E7
The Fly II,0.0,3.890318E7
Armed and Dangerous,1.2E7,1.5945534E7
The Texas Chain Saw Massacre,85000.0,3.0859E7
The Texas Chainsaw Massacre 2,4700000.0,8025872.0
Leatherface: Texas Chainsaw Massacre III,0.0,5765562.0
Ruthless People,0.0,7.162488E7
Trick or Treat,0.0,6797218.0
Belizaire the Cajun,0.0,1.0
The Name of the Rose,2.0E7,7.72E7
Peggy Sue Got Married,1.8E7,4.138284E7
Crocodile Dundee,5000000.0,3.2820352E8
Crocodile Dundee II,0.0,2.39606208E8
52 Pick-Up,0.0,5186646.0
Heartbreak Ridge,1.5E7,4.2724016E7
Firewalker,0.0,1.1949484E7
The Day of the Beast,0.0,4367497.0
She's All That,1.0E7,1.03166992E8
"Blood, Guts, Bullets and Octane",7300.0,13674.0
Payback,9.0E7,1.61626128E8
0,0.0,0.759793
Blast from the Past,3.5E7,4.026302E7
Message in a Bottle,8.0E7,1.18880016E8
Jawbreaker,3000000.0,3076820.0
Office Space,1.0E7,1.2827813E7
200 Cigarettes,6000000.0,6852450.0
8MM,4.0E7,9.6618696E7
Eight Days a Week,0.0,9090.0
Children of the Corn II: The Final Sacrifice,900000.0,6980986.0
Christine,0.0,2.12E7
Airport,1.0E7,1.00489152E8
Airport '77,6000000.0,3.0E7
The Towering Inferno,1.4E7,1.16E8
Logan's Run,9000000.0,2.5E7
Planet of the Apes,5800000.0,3.3395426E7
Beneath the Planet of the Apes,3000000.0,1.8999718E7
Battle for the Planet of the Apes,1700000.0,8844595.0
Conquest of the Planet of the Apes,1700000.0,9700000.0
Escape from the Planet of the Apes,2500000.0,1.2348905E7
Earthquake,7000000.0,7.9666656E7
Cruel Intentions,1.05E7,7.5902208E7
"Lock, Stock and Two Smoking Barrels",1350000.0,3897569.0
My Boyfriend's Back,0.0,3335984.0
Baby Geniuses,1.2E7,3.6450736E7
Forces of Nature,7.5E7,9.3888176E7
The King and I,4550000.0,2.13E7
The Matrix,6.3E7,4.63517376E8
10 Things I Hate About You,1.6E7,5.3478168E7
Following,6000.0,48482.0
Go,6500000.0,2.8451622E7
Never Been Kissed,2.5E7,8.4565232E7
Cookie's Fortune,1.0E7,1.0920544E7
Friends & Lovers,0.0,94633.0
Jeanne and the Perfect Guy,0.0,13936.0
SLC Punk,0.0,299200.0
Lost & Found,1.0,100.0
Entrapment,6.6E7,2.124044E8
The King of Masks,0.0,1.0
Mildred Pierce,1453000.0,5638000.0
My Science Project,0.0,4122748.0
Dick Tracy,4.7E7,1.03738728E8
The Mummy,8.0E7,4.15885504E8
The Castle,786675.0,861789.0
Trippin',0.0,9016377.0
Star Wars: Episode I - The Phantom Menace,1.15E8,9.2431757E8
0,0.0,5.435716
Superman,5.5E7,3.00218016E8
Superman II,5.4E7,1.90458704E8
Superman III,3.9E7,7.5850624E7
Superman IV: The Quest for Peace,1.7E7,1.93E7
Dracula,355000.0,1012189.0
Frankenstein,291000.0,1.2E7
The Rocky Horror Picture Show,1200000.0,1.1289232E8
0,0.0,0.432126
Notting Hill,4.2E7,3.63889664E8
The Thirteenth Floor,1.6E7,1.8564088E7
Twice Upon a Yesterday,0.0,258464.0
0,0.0,0.898365
Tarzan,1.5E8,4.48E8
The General's Daughter,6.0E7,1.49705856E8
An Ideal Husband,1.4E7,1.8535192E7
Run Lola Run,1530000.0,7267585.0
Big Daddy,3.42E7,2.34801888E8
The Dinner Game,1.25E7,7.8599504E7
My Son the Fanatic,0.0,408339.0
Arachnophobia,3.1E7,5.320818E7
Wild Wild West,1.7E8,2.22104688E8
American Pie,1.1E7,2.35483008E8
The Blair Witch Project,60000.0,2.48E8
Eyes Wide Shut,6.5E7,1.620912E8
The Wood,6000000.0,2.505964E7
Ghostbusters II,3.7E7,2.15394736E8
Drop Dead Gorgeous,1.0E7,1.0571408E7
The Haunting,8.0E7,9.1188904E7
Trick,450000.0,2049595.0
Deep Blue Sea,6.0E7,7.3648224E7
Runaway Bride,7.0E7,3.09457504E8
Spartacus,1.2E7,6.0E7
Lolita,2000000.0,9250000.0
Barry Lyndon,1.1E7,2.0E7
The Mosquito Coast,0.0,1.4302779E7
The Golden Child,2.5E7,7.9817936E7
Crimes of the Heart,0.0,2.2905522E7
No Mercy,0.0,1.2303904E7
Little Shop of Horrors,2.5E7,3.8748396E7
The Morning After,0.0,2.5147056E7
From the Hip,0.0,9518342.0
Deadtime Stories,0.0,2750741.0
Frances,0.0,5000000.0
Dick,1.3E7,2.75E7
The Sixth Sense,4.0E7,6.7280627E8
The Thomas Crown Affair,4.8E7,1.24305184E8
Head On,0.0,378667.0
The Raven,350000.0,1499275.0
The Pit and the Pendulum,200000.0,2000000.0
Haunted Honeymoon,0.0,8033397.0
Damien: Omen II,6800000.0,2.6518356E7
Omen III: The Final Conflict,0.0,2.0471382E7
Airplane!,3500000.0,8.3453536E7
Airplane II: The Sequel,0.0,2.7150534E7
An American Werewolf in Paris,2.2E7,2.6570464E7
Big,1.8E7,1.51668768E8
The Pelican Brief,4.5E7,1.95268064E8
A Christmas Story,0.0,1.9294144E7
In Too Deep,7000000.0,1.4011454E7
The Source,0.0,360895.0
Three Days of the Condor,0.0,2.7476252E7
Lucie Aubrac,0.0,458557.0
Outside Providence,7000000.0,7292175.0
Stigmata,2.9E7,5.0041732E7
Stir of Echoes,1.2E7,2.1133088E7
A Soldier's Story,6000000.0,2.1821348E7
Nightmares,0.0,6670680.0
American Beauty,1.5E7,3.56296608E8
Blue Streak,6.5E7,1.17758496E8
Caligula,1.75E7,2.343812E7
A Hard Day's Night,560000.0,1.2299668E7
Splendor,0.0,45703.0
The Buddy Holly Story,1200000.0,1.43634E7
Fright Night,9000000.0,2.4922236E7
Fright Night Part 2,0.0,2983784.0
Deliverance,2000000.0,4.6122356E7
Excalibur,1.1E7,3.4967436E7
Sommersby,0.0,1.40081984E8
Tommy,5000000.0,3.4251524E7
Double Jeopardy,7.0E7,1.77841552E8
Drive Me Crazy,8000000.0,2.2593408E7
Three Kings,7.5E7,1.08E8
"Happy, Texas",1700000.0,1943649.0
Phantasm,300000.0,1.1988469E7
Psycho II,5000000.0,3.4725E7
Psycho III,0.0,1.4481606E7
Random Hearts,6.4E7,7.4608568E7
Boys Don't Cry,2000000.0,1.1540607E7
Risky Business,6200000.0,6.3541776E7
Total Recall,6.5E7,2.6131792E8
Body Heat,0.0,2.4058838E7
Ferris Bueller's Day Off,6000000.0,7.0136368E7
High Plains Drifter,5500000.0,1.57E7
Hang 'em High,1800000.0,6800000.0
Reds,3.2E7,4.038266E7
Niagara,1250000.0,8500000.0
South Pacific,6000000.0,3.68E7
Flashdance,4000000.0,9.29212E7
The Dirty Dozen,5400000.0,4.53E7
Goldfinger,2500000.0,1.24881064E8
From Russia with Love,2000000.0,7.8898768E7
Dr. No,950000.0,5.96E7
The Blue Lagoon,4500000.0,5.8853104E7
A Fistful of Dollars,200000.0,1.45E7
Home Alone 2: Lost in New York,1.8E7,3.5899168E8
Sparrows,463455.0,966878.0
The Story of Us,5.0E7,5.8900032E7
The Omega Code,0.0,2400000.0
Time Bandits,5000000.0,4.236558E7
All That Jazz,0.0,3.7823676E7
Bats,0.0,10.0
The Best Man,9000000.0,3.457378E7
Body Shots,0.0,239894.0
Men Cry Bullets,0.0,2303.0
The Guardian,0.0,1.7037888E7
RoboCop,1.3E7,5.3E7
Who Framed Roger Rabbit,7.0E7,3.29803968E8
For Your Eyes Only,2.8E7,1.953128E8
Licence to Kill,3.2E7,1.56167008E8
Live and Let Die,7000000.0,1.6177784E8
Thunderball,5500000.0,1.41195664E8
House on Haunted Hill,1.9E7,4.084608E7
Being John Malkovich,1.3E7,2.2863596E7
Man Of The Century,0.0,33031.0
Princess Mononoke,2.65E7,1.59375312E8
The Bone Collector,7.3E7,1.51493648E8
Rosetta,0.0,266665.0
Creepshow,8000000.0,2.1028756E7
Creepshow 2,3500000.0,1.4E7
Re-Animator,900000.0,2023414.0
Drugstore Cowboy,2500000.0,4729352.0
My Best Girl,483103.0,1027757.0
Nighthawks,5000000.0,1.990536E7
Repossessed,0.0,1382462.0
Spaceballs,2.27E7,3.8119484E7
Robin Hood,1.5E7,3.2056468E7
Quest for Fire,1.2E7,5.526056E7
Little Big Man,1.5E7,3.1559552E7
Trading Places,4.06E7,9.04E7
Dead Again,0.0,3.801638E7
Experience Preferred...But Not Essential,0.0,822.0
Dogma,1.0E7,3.065289E7
The Messenger: The Story of Joan of Arc,6.0E7,6.6976316E7
Women on the Verge of a Nervous Breakdown,700000.0,7179298.0
The Verdict,1.6E7,5.3977248E7
Stand and Deliver,0.0,1.399492E7
Moonstruck,0.0,8.0640528E7
Sleepy Hollow,1.0E8,2.06071504E8
The World Is Not Enough,1.35E8,3.61832384E8
All About My Mother,8272296.0,6.7872296E7
60328000,0.0,11.465634
Bicycle Thieves,133000.0,361712.0
The Natural,2.8E7,4.795198E7
A River Runs Through It,0.0,4.3440296E7
Fatal Attraction,1.4E7,3.20145696E8
Midnight Run,3.0E7,3.8413608E7
Backdraft,7.5E7,1.52368592E8
The Fisher King,2.4E7,4.1895492E7
"'night, Mother",0.0,442000.0
End of Days,1.0E8,2.1198904E8
Toy Story 2,9.0E7,4.9736688E8
Flawless,0.0,4488529.0
Tumbleweeds,312000.0,1281176.0
The Distinguished Gentleman,0.0,4.6434568E7
Stealing Home,0.0,7467504.0
0,0.0,1.539713
Deuce Bigalow: Male Gigolo,1.7E7,6.5535068E7
The Green Mile,6.0E7,2.846E8
The Cider House Rules,2.4E7,8.8545088E7
The Last Picture Show,1300000.0,2.9133E7
Stuart Little,1.33E8,3.0013536E8
Fantasia 2000,8.0E7,9.0874568E7
Magnolia,3.7E7,4.8451804E7
Carnal Knowledge,0.0,2.86239E7
Galaxy Quest,4.5E7,9.068392E7
The Talented Mr. Ripley,4.0E7,1.28798264E8
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",0.0,507941.0
The Terrorist,24554.0,140021.0
The Way We Were,0.0,4.5E7
The Presidio,0.0,2.0324096E7
Papillon,1.2E7,5.3267E7
Fast Times at Ridgemont High,4500000.0,2.709288E7
American Flyers,0.0,1400000.0
Pacific Heights,0.0,2.9381956E7
Where the Buffalo Roam,0.0,6659377.0
Encino Man,0.0,4.0693476E7
The Goodbye Girl,0.0,1.02E8
Malcolm X,3.4E7,4.8169908E7
Sister Act,3.1E7,2.31605152E8
Sister Act 2: Back in the Habit,3.8E7,5.7319028E7
The Hand that Rocks the Cradle,1.17E7,8.803668E7
Alive,3.2E7,3.6733908E7
Scent of a Woman,3.1E7,1.34095256E8
A League of Their Own,4.0E7,1.07458784E8
Patriot Games,4.5E7,1.78051584E8
The Bodyguard,2.5E7,4.11006752E8
Death Becomes Her,5.5E7,1.49022656E8
Far and Away,6.0E7,1.3778384E8
Howards End,0.0,2.5966556E7
Singles,0.0,1.847285E7
White Men Can't Jump,0.0,9.0753808E7
El Mariachi,220000.0,2040920.0
Stop! Or My Mom Will Shoot,0.0,7.0611208E7
Forever Young,0.0,1.28E8
The Cutting Edge,0.0,2.5105516E7
Of Mice and Men,0.0,5471088.0
Bad Lieutenant,1000000.0,2019469.0
Scream 3,4.0E7,1.61834272E8
Single White Female,1.6E7,4.80174E7
The Beach,4.0E7,1.4405688E8
The Tigger Movie,3.0E7,4.5554532E7
Trois,200000.0,1160268.0
Boiler Room,2.6E7,2.8780256E7
Pitch Black,2.3E7,5.318766E7
The Whole Nine Yards,4.13E7,1.06371648E8
Blue Collar,0.0,6521083.0
The Kid,250000.0,2500000.0
My Tutor,0.0,2.2587E7
Blood Feast,24500.0,4000000.0
0,0.0,0.283548
The Ninth Gate,3.8E7,5.8401896E7
Breaking Away,2300000.0,2.0E7
Hoosiers,9000000.0,2.8607524E7
Bull Durham,7000000.0,5.0888E7
Dog Day Afternoon,1800000.0,4.6665856E7
American Graffiti,777000.0,1.4E8
JFK,4.0E7,2.05405504E8
Who's That Girl,0.0,7305209.0
Blind Date,1.8E7,3.9321716E7
The Muppet Movie,0.0,7.6657E7
We're Back! A Dinosaur's Story,0.0,9317021.0
Titanic,1805000.0,4905000.0
Erin Brockovich,5.2E7,2.5627128E8
Final Destination,2.3E7,5.3302312E7
The Bear,0.0,1.38241024E8
Thelma & Louise,1.6E7,4.5361E7
...And Justice for All,0.0,3.33E7
Animal House,2700000.0,1.41E8
Do the Right Thing,6500000.0,3.7295444E7
Mo' Better Blues,1.0E7,1.6153593E7
Jungle Fever,1.4E7,3.2482682E7
Coogan's Bluff,0.0,3110000.0
Death Wish,3000000.0,2.2E7
Death Wish 2,2000000.0,4.5E7
Death Wish 3,9000000.0,1.6945172E7
Double Indemnity,927262.0,2500000.0
Teenage Mutant Ninja Turtles,1.35E7,2.02E8
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2.5E7,7.8E7
Teenage Mutant Ninja Turtles III,2.1E7,4.2E7
Red Dawn,4200000.0,3.8376496E7
Eyes of Laura Mars,7000000.0,2.0E7
"Good Morning, Vietnam",1.3E7,1.23922368E8
Guess Who's Coming to Dinner,4000000.0,5.6666668E7
Romeo Must Die,2.5E7,9.103676E7
Modern Times,1.0,8500000.0
Heart and Souls,0.0,1.658954E7
Hud,2500000.0,1.0E7
The Hustler,2000000.0,7600000.0
Close Encounters of the Third Kind,2.0E7,3.0378864E8
Jacob's Ladder,2.5E7,2.5965144E7
La Bamba,6500000.0,5.4215416E7
Lucas,6000000.0,8200000.0
High Fidelity,3.0E7,4.7126296E7
The Skulls,1.5E7,3.500718E7
El Dorado,4653000.0,6000000.0
Hook,7.0E7,3.00854816E8
Roadside Prophets,0.0,157645.0
Midnight Express,2300000.0,3.5E7
Murphy's Romance,1.3E7,3.0867524E7
My Life,0.0,2.7484464E7
Network,3800000.0,2.3689876E7
No Way Out,1.5E7,3.5509516E7
North Dallas Forty,0.0,2.6079312E7
The Odd Couple,0.0,4.4527232E7
The Outlaw Josey Wales,3700000.0,3.18E7
Frequency,3.1E7,6.8106248E7
Return to Me,2.4E7,3.6609996E7
Rules of Engagement,6.0E7,7.1E7
Me Myself I,0.0,369975.0
Force 10 from Navarone,5000000.0,7230000.0
Arthur,7000000.0,9.546168E7
Bachelor Party,6000000.0,3.8435948E7
Predator,1.8E7,9.8235552E7
The Prince of Tides,3.0E7,7.47876E7
American Psycho,7000000.0,3.4266564E7
Keeping the Faith,3.0E7,3.7036004E7
East Is East,3800000.0,2.82E7
The Hunger,0.0,5979292.0
Marathon Man,6500000.0,2.170902E7
Caddyshack,6000000.0,3.9846344E7
Love & Basketball,2.0E7,2.7728118E7
U-571,6.2E7,1.27666416E8
The Virgin Suicides,6000000.0,1.0409377E7
Carnosaur,1000000.0,1753979.0
Two Moon Junction,0.0,1547397.0
Gladiator,1.03E8,4.57640416E8
Human Traffic,600000.0,4000000.0
"Jails, Hospitals & Hip-Hop",0.0,10.0
Breathless,0.0,1.9910002E7
The Lords of Flatbush,160000.0,4000000.0
Mr. Mom,0.0,6.4783828E7
Roustabout,0.0,3000000.0
Dinosaur,1.275E8,3.54248064E8
Road Trip,1.6E7,1.1975428E8
The Hollywood Knights,2500000.0,1.0E7
Mission: Impossible II,1.25E8,5.463881E8
Shanghai Noon,5.5E7,5.6932304E7
The Gold Rush,923000.0,2500000.0
On Her Majesty's Secret Service,6500000.0,8.1974496E7
The Spy Who Loved Me,1.4E7,1.85438672E8
Moonraker,3.4E7,2.10308096E8
The Man with the Golden Gun,7000000.0,9.7572E7
American Gigolo,4800000.0,2.2743674E7
The Guns of Navarone,6000000.0,2.89E7
0,0.0,3.447033
Romeo and Juliet,0.0,3.8901216E7
Blazing Saddles,2600000.0,1.195E8
Eraserhead,10000.0,7000000.0
Prizzi's Honor,0.0,2.6657534E7
Flatliners,2.6E7,6.1489264E7
Predator 2,3.5E7,5.712032E7
The Running Man,2.7E7,3.8122104E7
Starman,2.2E7,2.8744356E7
Alien Nation,1.6E7,3.2155048E7
Mad Max,400000.0,1.0E8
Mad Max 2: The Road Warrior,2000000.0,2.4600832E7
Mad Max Beyond Thunderdome,1.2305523E7,3.623022E7
Angel Heart,1.7E7,1.7185632E7
Firestarter,1.5E7,1.7080168E7
Sleepwalkers,0.0,3.0524764E7
Action Jackson,7000000.0,2.0256976E7
Hamlet,0.0,2.0710452E7
American Pop,0.0,6000000.0
One False Move,0.0,1543112.0
Shaft,4000000.0,1.2121618E7
The Conversation,1600000.0,4420000.0
The Fury,5500000.0,2.4E7
Serpico,3000000.0,2.98E7
The Sugarland Express,3000000.0,1.28E7
Battleship Potemkin,0.0,45100.0
Boys and Girls,1.6E7,2.0627372E7
Shaft,4.6E7,1.07196496E8
Butterfly,3000000.0,6000000.0
Chicken Run,4.5E7,2.2483456E8
"Me, Myself & Irene",5.1E7,1.49270992E8
The Patriot,1.1E8,2.15294336E8
The Perfect Storm,1.2E8,3.2575664E8
Communion,0.0,1919653.0
F/X,0.0,2.0603716E7
The Hot Spot,0.0,1293976.0
Missing in Action,1500000.0,2.2812412E7
Missing in Action 2: The Beginning,2410000.0,1.0755447E7
Braddock: Missing in Action III,0.0,6193901.0
Thunderbolt and Lightfoot,0.0,2.17E7
Dreamscape,0.0,1.2145169E7
The Golden Voyage of Sinbad,0.0,1.1E7
House Party,2500000.0,2.6386E7
Shaft's Big Score!,1978000.0,1.0E7
The Kid,6.5E7,6.97E7
Scary Movie,1.9E7,2.78019776E8
Footloose,8200000.0,8.00354E7
Duel in the Sun,6000000.0,2.04E7
What Lies Beneath,1.0E8,1.55464352E8
Pokémon: The Movie 2000,3.0E7,1.33949272E8
Sinbad and the Eye of the Tiger,3500000.0,1.6E7
What About Bob?,3.5E7,6.371E7
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000.0,1.801629E7
Love and Death,3000000.0,2.0173742E7
0,0.0,0.275472
Nutty Professor II: The Klumps,8.4E7,1.23307944E8
Hollow Man,9.5E7,1.90213456E8
Space Cowboys,6.5E7,1.28884128E8
Saving Grace,1.0E7,2.6330482E7
The Crush,6000000.0,1.3609396E7
Kelly's Heroes,4000000.0,5200000.0
Phantasm II,3000000.0,7282851.0
Pumpkinhead,3500000.0,4385516.0
Air America,0.0,3.3461268E7
Steel Magnolias,0.0,9.5904088E7
The Autumn Heart,0.0,11532.0
About Adam,0.0,151559.0
The Cell,3.3E7,1.0415584E8
Godzilla 2000,1000000.0,1.003739E7
The Naked Gun: From the Files of Police Squad!,1.2E7,7.8756176E7
The Naked Gun 2½: The Smell of Fear,2.3E7,8.6930408E7
Shane,3100000.0,2.0E7
Cat Ballou,0.0,2.0666668E7
Bring It On,2.8E7,9.0449928E7
The Way of the Gun,8500000.0,1.91254E7
Uninvited Guest,0.0,170832.0
Urban Legends: Final Cut,1.4E7,3.857436E7
Dancer in the Dark,1.28E7,4.003188E7
The Broken Hearts Club: A Romantic Comedy,1000000.0,1744858.0
Remember the Titans,3.0E7,1.36706688E8
Hellraiser,1000000.0,1.4564027E7
Hellbound: Hellraiser II,3000000.0,1.2090735E7
Hellraiser III: Hell on Earth,5000000.0,1.2534961E7
Voyage to the Bottom of the Sea,1580000.0,7000000.0
Fantastic Voyage,5115000.0,1.2E7
Creature from the Black Lagoon,0.0,1300000.0
Meet the Parents,5.5E7,3.30444032E8
Requiem for a Dream,4500000.0,7390108.0
Ghoulies,1000000.0,3.5E7
Billy Elliot,5000000.0,1.1E8
Bedazzled,4.8E7,9.0383208E7
Pay It Forward,4.0E7,5.5707412E7
Men of Honor,3.2E7,4.8814908E7
Diamonds Are Forever,7200000.0,1.16019544E8
The 6th Day,8.2E7,9.608548E7
Bounce,3.5E7,3.6779296E7
How the Grinch Stole Christmas,1.23E8,3.45141408E8
Rugrats in Paris: The Movie,30.0,103.0
102 Dalmatians,8.5E7,1.83611776E8
Unbreakable,7.5E7,2.48118128E8
"Crouching Tiger, Hidden Dragon",1.7E7,2.13525728E8
Vertical Limit,7.5E7,2.15663856E8
Code of Silence,0.0,2.034536E7
"Planes, Trains and Automobiles",0.0,4.923028E7
The Living Daylights,4.0E7,1.91185904E8
Wall Street,1.5E7,4.3848068E7
Born on the Fourth of July,1.4E7,1.61001696E8
Brewster's Millions,2.0E7,4.5833132E7
Snatch,1.0E7,8.3557872E7
Punchline,1.5E7,2.1032268E7
Chocolat,2.5E7,1.52500336E8
"Dude, Where’s My Car?",1.3E7,7.318072E7
What Women Want,7.0E7,3.74111712E8
Finding Forrester,4.3E7,8.004976E7
The Gift,1.0E7,1.2008642E7
Before Night Falls,0.0,8524534.0
Cast Away,9.0E7,4.29632128E8
Miss Congeniality,4.5E7,2.12E8
"O Brother, Where Art Thou?",2.6E7,7.1868328E7
