title,profitable_budget,profitable_revenue
The Year of the Yao,0.0,38585.0
A Wake in Providence,0.0,402805.0
A Lot Like Love,3.0E7,4.288672E7
xXx: State of the Union,6.0E7,7.1073936E7
Death of a Dynasty,0.0,42108.0
Kingdom of Heaven,1.3E8,2.11643152E8
House of Wax,4.0E7,6.876612E7
Mysterious Skin,0.0,1524966.0
Mischief,0.0,8692426.0
San Francisco,1300000.0,5273000.0
0,0.0,2.216599
Star Wars: Episode III - Revenge of the Sith,1.13E8,8.5E8
Kicking & Screaming,4.5E7,5.6070432E7
Monster-in-Law,4.3E7,1.5474992E8
9 Songs,1000000.0,1574623.0
Madagascar,7.5E7,5.32680672E8
Airborne,2600000.0,2850263.0
The Longest Yard,8.2E7,1.90320576E8
Cinderella Man,8.8E7,1.08539912E8
The Sisterhood of the Traveling Pants,2.5E7,3.905306E7
Mr. & Mrs. Smith,1.1E8,4.7820752E8
The Adventures of Sharkboy and Lavagirl,5.0E7,6.9425968E7
Ladies in Lavender,0.0,2.0377076E7
Innocent Voices,0.0,837000.0
Quo Vadis,8250000.0,3.0E7
Batman Begins,1.5E8,3.74218688E8
Herbie Fully Loaded,5.0E7,6.6002004E7
Land of the Dead,1.5E7,4.67706E7
Bewitched,8.5E7,1.31426168E8
Somebody Up There Likes Me,1920000.0,3360000.0
An Unmarried Woman,2515000.0,2.4E7
War of the Worlds,1.32E8,5.9173939E8
Fantastic Four,1.0E8,3.30579712E8
Murderball,300000.0,1750211.0
Wedding Crashers,4.0E7,2.85176736E8
Russian Dolls,1.3E7,2.37273E7
0,0.0,0.331349
Hustle & Flow,8000000.0,2.3563728E7
Hardware,1500000.0,5728953.0
Funny Ha Ha,0.0,76901.0
Bad News Bears,3.0E7,3.4252848E7
Last Days,0.0,1928985.0
Sky High,3.5E7,8.6369816E7
Must Love Dogs,3.0E7,5.8405312E7
Broken Flowers,1.0E7,4.57421E7
The Heart is Deceitful Above All Things,74050.0,176153.0
The Dukes of Hazzard,5.0E7,1.1080368E8
Deuce Bigalow: European Gigolo,2.2E7,2.2400154E7
The Skeleton Key,4.3E7,9.1974816E7
Four Brothers,4.5E7,9.2374672E7
Private Resort,0.0,331816.0
Teen Witch,0.0,27843.0
Black,0.0,733094.0
The 40 Year Old Virgin,2.6E7,1.0944924E8
Red Eye,2.6E7,5.7891804E7
Dilwale Dulhania Le Jayenge,1.32E7,1.0E8
Caché,0.0,3.6E7
Asterix & Obelix Take on Caesar,0.0,1644060.0
Supercross,0.0,3102550.0
The Brothers Grimm,8.8E7,1.05316264E8
The Constant Gardener,2.5E7,8.2466672E7
Transporter 2,3.2E7,8.516764E7
Just Like Heaven,5.8E7,1.02854432E8
Cry_Wolf,1000000.0,1.0047674E7
Thumbsucker,0.0,1919197.0
G,0.0,3020784.0
Revenge of the Ninja,0.0,1.3168027E7
Waiting...,3000000.0,1.863769E7
The Man,0.0,1.2382362E7
The Exorcism of Emily Rose,1.9E7,1.44216464E8
Flightplan,5.5E7,2.23387296E8
Corpse Bride,4.0E7,1.17195064E8
Green Street Hooligans,0.0,3154346.0
A History of Violence,3.2E7,6.0740828E7
The Curse of the Were-Rabbit,3.0E7,1.92452832E8
Kiss Kiss Bang Bang,1.5E7,1.5785148E7
Beowulf & Grendel,0.0,92076.0
The Wraith,2700000.0,3500000.0
0,0.0,3.021445
In Her Shoes,0.0,8.307388E7
The Squid and the Whale,1500000.0,1.1098131E7
Brokeback Mountain,1.4E7,1.7804376E8
"Good Night, and Good Luck.",7000000.0,5.46E7
The Proposition,2000000.0,5048693.0
The Fog,1.8E7,4.6201432E7
Shopgirl,1.0284523E7,1.1588205E7
Emmanuel's Gift,0.0,23578.0
The Legend of Zorro,7.5E7,1.42400064E8
Saw II,4000000.0,1.52925088E8
Don't Move,0.0,1.1837022E7
Jarhead,7.2E7,9.689E7
Chicken Little,1.5E8,3.14432672E8
Romance & Cigarettes,0.0,2945242.0
Get Rich or Die Tryin',4.0E7,4.6442528E7
Just Friends,0.0,5.0817508E7
Syriana,5.0E7,9.4E7
Derailed,2.2E7,5.7479076E7
Pride & Prejudice,2.8E7,1.21147944E8
Wolf Creek,1000000.0,2.7762648E7
Harry Potter and the Goblet of Fire,1.5E8,8.9592102E8
Walk the Line,2.8E7,1.8643888E8
"Yours, Mine & Ours",4.5E7,7.2028752E7
First Descent,0.0,739690.0
Match Point,1.5E7,8.5306376E7
Paradise Now,0.0,3357075.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1.8E8,7.4880698E8
King Kong,2.07E8,5.5E8
Memoirs of a Geisha,8.5E7,1.6224296E8
Cuban Rafters,0.0,62153.0
The Matador,1.0E7,1.7297244E7
Munich,7.0E7,1.30358912E8
Transamerica,1000000.0,1.3350369E7
Rumor Has It...,7.0E7,8.893356E7
Cheaper by the Dozen 2,6.0E7,1.29181832E8
Fun with Dick and Jane,1.0E8,2.02026112E8
The Ringer,0.0,4.0442436E7
Casanova,0.0,3.7691644E7
Keeping Mum,169000.0,1.8564702E7
The New World,3.0E7,3.0536012E7
Sympathy for Lady Vengeance,0.0,2.3803308E7
Hostel,4800000.0,8.0578936E7
Grandma's Boy,0.0,6538177.0
Glory Road,0.0,4.2647448E7
Hoodwinked!,1.5E7,5.1053788E7
Underworld: Evolution,5.0E7,1.113408E8
Little Manhattan,0.0,1117920.0
0,0.0,1.120045
Water,0.0,1.0422387E7
Nanny McPhee,2.5E7,1.22489824E8
Final Destination 3,2.5E7,1.1771916E8
Something New,0.0,1.14E7
Dave Chappelle's Block Party,3000000.0,1.1718595E7
Imagine Me & You,0.0,2455831.0
Troll,1100000.0,5450815.0
Curious George,5.0E7,6.9834816E7
Firewall,4.5E7,8.28E7
When a Stranger Calls,1.5E7,6.6966988E7
Eight Below,4.0E7,1.20455992E8
Date Movie,2.0E7,4.8548424E7
Madea's Family Reunion,6000000.0,5.7231524E7
Just My Luck,2.8E7,3.8159904E7
Failure to Launch,5.0E7,1.28406888E8
Ultimate Avengers,0.0,6700000.0
Ice Age: The Meltdown,8.0E7,6.609408E8
V for Vendetta,5.4E7,1.32511032E8
She's the Man,2.0E7,3.388916E7
Thank You for Smoking,6500000.0,2.4793508E7
Inside Man,4.5E7,1.84376256E8
Tsotsi,3000000.0,9879971.0
Aquamarine,1.2E7,2.3006848E7
Leprechaun 2,2000000.0,2260622.0
The Hills Have Eyes,1.5E7,6.9623712E7
The Shaggy Dog,5.0E7,6.1112916E7
The Lives of Others,2000000.0,7.0E7
Resurrection,0.0,3910019.0
Take the Lead,3.0E7,3.4742064E7
Lucky Number Slevin,2.7E7,5.630888E7
Volver,1.2899867E7,8.5582408E7
Akeelah and the Bee,8000000.0,1.8948424E7
Brick,475000.0,3919254.0
This Film Is Not Yet Rated,0.0,302179.0
ATL,2.0E7,2.1170564E7
Friends with Money,6500000.0,1.3368437E7
Candy,0.0,2077763.0
Scary Movie 4,4.5E7,1.78262624E8
Hard Candy,950000.0,7022209.0
La Chinoise,0.0,30857.0
Corvette Summer,0.0,1.55E7
The Sentinel,6.0E7,7.7920344E7
Silent Hill,5.0E7,9.7607456E7
Mata Hari,558000.0,2227000.0
Kinky Boots,0.0,8895428.0
The Protector,6000000.0,2.716558E7
Mission: Impossible III,1.5E8,3.97850016E8
RV,5.0E7,8.7528176E7
United 93,1.5E7,7.6286096E7
Over the Hedge,8.0E7,3.43397248E8
Poseidon,1.6E8,1.81674816E8
The Da Vinci Code,1.25E8,7.6782048E8
The Break-Up,5.2E7,2.0499968E8
Cars,1.2E8,4.61983136E8
Wassup Rockers,0.0,634074.0
The Notorious Bettie Page,0.0,1410778.0
The Omen,2.5E7,1.19188336E8
The Lake House,4.0E7,1.14830112E8
Click,8.25E7,2.37681296E8
The Devil Wears Prada,3.5E7,3.26551104E8
Pirates of the Caribbean: Dead Man's Chest,2.0E8,1.06565984E9
"You, Me and Dupree",5.4E7,1.30431368E8
Clerks II,5000000.0,2.6888376E7
My Super Ex-Girlfriend,0.0,6.0896148E7
Marie Antoinette,4.0E7,6.047434E7
Who Killed the Electric Car?,1000000.0,1678874.0
An Inconvenient Truth,1000000.0,4.6243E7
Fearless,0.0,6971266.0
The Fast and the Furious: Tokyo Drift,8.5E7,1.58468288E8
Garfield: A Tail of Two Kitties,0.0,1.41702272E8
Waist Deep,0.0,2.1353304E7
Superman Returns,2.7E8,3.91081184E8
Edward II,0.0,694438.0
Little Miss Sunshine,8000000.0,1.00523184E8
Babel,2.5E7,1.35330176E8
Prophecy,1.2E7,5.4E7
Army of Shadows,0.0,741766.0
Little Man,6.4E7,1.0159512E8
0,0.0,0.881335
Monster House,7.5E7,1.40175008E8
Snakes on a Plane,3.3E7,6.2022016E7
Scoop,4000000.0,3.15849E7
Night at the Museum,1.1E8,5.7448083E8
World Trade Center,6.3E7,1.62945888E8
Stranger Than Fiction,3.0E7,5.3653224E7
The Valley of Decision,2160000.0,9132000.0
Miami Vice,1.35E8,1.63794512E8
The Pursuit of Happyness,5.5E7,3.0707728E8
,1.078123,10.0
John Tucker Must Die,1.8E7,4.1009668E7
Mrs Palfrey at The Claremont,750000.0,1720953.0
Crank,1.2E7,4.293104E7
Barnyard,5.1E7,7.2779E7
Step Up,1.2E7,1.14194848E8
Bon Cop Bad Cop,8000000.0,1.26713E7
Half Nelson,700000.0,4911725.0
Material Girls,0.0,1.1449638E7
Accepted,2.3E7,3.8505008E7
The Queen,1.5E7,1.23384128E8
Beerfest,1.75E7,1.9179968E7
How to Eat Fried Worms,0.0,1.3022756E7
Invincible,0.0,5.7806952E7
0,0.0,0.473585
Crossover,5800000.0,7000000.0
The Wind That Shakes the Barley,6500000.0,2.2889018E7
Blood on the Moon,0.0,88.0
Hollywoodland,0.0,1.6803752E7
The Covenant,2.0E7,3.7597472E7
The Science of Sleep,6000000.0,9524340.0
Initial D,1549000.0,7096000.0
Everyone's Hero,0.0,1.6627188E7
Gridiron Gang,3.0E7,4.1480852E7
Lemming,0.0,793604.0
Vixen!,76000.0,6000000.0
Apocalypto,4.0E7,1.20175288E8
Jackass Number Two,1.1E7,7.2778712E7
Conversations with Other Women,450000.0,973525.0
The Assault,0.0,203781.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1.8E7,2.61572736E8
Pan's Labyrinth,1.9E7,8.3258224E7
Open Season,8.5E7,1.97309024E8
The Departed,9.0E7,2.8984736E8
Employee of the Month,1.2E7,3.8368908E7
The Grudge 2,2.0E7,3.914384E7
Man of the Year,2.0E7,4.1237648E7
The Marine,2.0E7,2.2165608E7
Feast,0.0,658573.0
Deliver Us from Evil,0.0,201275.0
Facing the Giants,100000.0,1.0178331E7
The Last King of Scotland,6000000.0,4.8027968E7
The Prestige,4.0E7,1.09676312E8
Flicka,1.5E7,2.1E7
9th Company,9500000.0,2.4E7
A Guide To Recognizing Your Saints,0.0,516139.0
13 Tzameti,0.0,767311.0
Saw III,1.0E7,1.63876816E8
Catch a Fire,0.0,4291965.0
The Charge of the Light Brigade,1200000.0,2736000.0
Perfume: The Story of a Murderer,5.0E7,1.3218032E8
The Santa Clause 3: The Escape Clause,1.2E7,8.450012E7
A Good Year,3.5E7,4.2064104E7
Fuck,0.0,19791.0
Casino Royale,1.5E8,5.9904595E8
Happy Feet,1.0E8,3.84335616E8
Let's Go to Prison,4000000.0,4630045.0
Déjà Vu,7.5E7,1.80557552E8
Deck the Halls,0.0,4.7231072E7
10 Items or Less,0.0,580527.0
The Holiday,8.5E7,1.94168704E8
Harsh Times,2000000.0,5967038.0
Van Wilder 2: The Rise of Taj,0.0,6086508.0
Blood Diamond,1.0E8,1.7087792E8
Charlotte's Web,8.5E7,1.44E8
Eragon,1.0E8,2.49288112E8
Rocky Balboa,2.4E7,1.55721136E8
Another Gay Movie,500000.0,745327.0
Dreamgirls,7.0E7,1.5493768E8
Freedom Writers,2.1E7,4.1170784E7
INLAND EMPIRE,0.0,849055.0
The History Boys,4000000.0,1.3401952E7
Notes on a Scandal,1.5E7,4.9469904E7
Black Christmas,9000000.0,2.1510852E7
Stomp the Yard,1.3E7,7.551112E7
Arthur and the Invisibles,8.6E7,1.0794424E8
Primeval,0.0,1.0597734E7
Alpha Dog,0.0,1.5309302E7
The Hitcher,1.0E7,2.5399944E7
Time,0.0,14742.0
Bridge to Terabithia,6.0E7,1.37587056E8
Killer of Sheep,100000.0,362222.0
Kenny,0.0,7778177.0
more shocking announcements made and more of the original group take part than ever before,0.0,21.0
Waitress,2000000.0,2.217943E7
Epic Movie,2.0E7,8.6865568E7
Because I Said So,0.0,6.9485488E7
Hannibal Rising,5.0E7,8.2169888E7
Norbit,6.0E7,9.5673608E7
Ratatouille,1.5E8,6.2372282E8
Days of Glory,1.45E7,2.29637E7
Ghost Rider,1.1E8,2.287384E8
Breach,0.0,3.3231264E7
Daddy's Little Girls,1.0E7,3.1609244E7
Music and Lyrics,4.0E7,1.45896416E8
The Number 23,3.0E7,7.7566816E7
Reno 911!: Miami,1.0E7,2.034216E7
0,0.0,1.262339
Hot Fuzz,1.2E7,8.0573776E7
Breaking and Entering,0.0,8974829.0
Iraq in Fragments,0.0,202000.0
Romanzo criminale,818418.0,4851244.0
Zodiac,6.5E7,8.4785912E7
Wild Hogs,0.0,2.53625424E8
The Last Mimzy,0.0,2.7297452E7
Priceless,0.0,2036198.0
The Host,1.1E7,8.848964E7
Diary of a Hitman,0.0,31815.0
Becoming Jane,1.65E7,3.7311672E7
Right at Your Door,0.0,2043704.0
The Namesake,1.2E7,2.0138836E7
I Think I Love My Wife,1.1E7,1.3196245E7
Premonition,2.0E7,8.4146832E7
Dead Silence,2.0E7,2.2217408E7
Reign Over Me,2.0E7,2.2222308E7
Shooter,6.1E7,9.5696992E7
TMNT,3.4E7,9.5608992E7
Black Book,2.1E7,2.6193068E7
A Moment of Innocence,0.0,37598.0
The Reaping,4.0E7,6.277106E7
Meet the Robinsons,1.5E8,1.69332976E8
Perfect Stranger,6.0795E7,7.3090608E7
Disturbia,2.0E7,1.17760136E8
Puccini for Beginners,0.0,89417.0
Fracture,0.0,9.1354216E7
Vacancy,1.9E7,3.5300644E7
In the Land of Women,1.0E7,1.75E7
Mr. Bean's Holiday,2.5E7,2.29736352E8
The Grace Lee Project,0.0,5965.0
Spider-Man 3,2.58E8,8.9087162E8
Lucky You,0.0,5761917.0
The Ex,0.0,3091922.0
Paprika,0.0,944915.0
Red Road,0.0,1128345.0
849915,0.0,2.03644
Day Watch,4200000.0,3.8862716E7
This Is England,2380000.0,8176544.0
Knocked Up,3.0E7,2.19076512E8
Hairspray,5.0E7,9.0450008E7
28 Weeks Later,1.5E7,6.423844E7
