title,profitable_budget,profitable_revenue
Gnomeo & Juliet,3.6E7,1.89712432E8
Paul,4.0E7,9.7552048E7
Desert Flower,0.0,1.4631377E7
Rango,1.35E8,2.45724608E8
The Adjustment Bureau,5.02E7,1.27869376E8
Happythankyoumoreplease,0.0,215576.0
Cropsey,0.0,35456.0
The Mechanic,4.0E7,5.1070808E7
The Eagle,2.5E7,2.712204E7
I Am Number Four,5.0E7,1.44492832E8
71: Into the Fire,1.04E7,2.096766E7
Battle: Los Angeles,7.0E7,2.02466752E8
Summer Wars,0.0,80768.0
0,0.0,0.430711
Norwegian Wood,0.0,1.763626E7
Black Lightning,1.5E7,2.15E7
Elite Squad: The Enemy Within,0.0,6.302768E7
Melissa P.,0.0,5151936.0
Just Go with It,8.0E7,2.149184E8
Trophy Wife,0.0,1611000.0
Cave of Forgotten Dreams,0.0,6467348.0
Red Riding Hood,4.2E7,8.916216E7
Troll Hunter,3500000.0,4159678.0
Source Code,3.2E7,1.47332704E8
Jane Eyre,0.0,3.4710628E7
Sucker Punch,8.2E7,8.9792504E7
Putty Hill,0.0,48132.0
"Hugh Hefner: Playboy, Activist and Rebel",0.0,21878.0
Winnie the Pooh and a Day for Eeyore,0.0,1.2E7
Senna,0.0,8212430.0
Death Note: The Last Name,0.0,5.07104E7
Insidious,1500000.0,9.7009152E7
Meek's Cutoff,0.0,876302.0
Boy,3.0,43.0
Diary of a Wimpy Kid: Rodrick Rules,2.1E7,7.2417392E7
Hop,6.3E7,1.83953728E8
The Arbor,0.0,21268.0
13 Assassins,6000000.0,1.755514E7
Hanna,3.0E7,6.378208E7
New Kids Turbo,1500000.0,8786756.0
Beyond,3000000.0,4800080.0
Arthur,4.0E7,4.5735396E7
Scream 4,4.0E7,9.7138688E7
Rio,9.0E7,4.84635776E8
Thor,1.5E8,4.49326624E8
Welcome to the South,4000000.0,6.558468E7
Crazy Love,0.0,119919.0
Rabbit Without Ears 2,0.0,4.872E7
15,0.0,28.0
Water for Elephants,3.8E7,1.14156232E8
African Cats,0.0,1.5240456E7
My Dog Tulip,0.0,246574.0
Kill the Irishman,0.0,1188194.0
Fast Five,1.25E8,6.2613766E8
Incendies,6800000.0,7103838.0
Soul Surfer,1.8E7,4.7088992E7
Something Borrowed,3.5E7,5.9901912E7
Bridesmaids,3.25E7,2.8838352E8
Priest,6.0E7,7.8309128E7
Pirates of the Caribbean: On Stranger Tides,3.8E8,1.04571379E9
Midnight in Paris,3.0E7,1.51119216E8
The Man from Nowhere,0.0,4.3059792E7
The Tree of Life,3.2E7,5.4674224E7
The Hangover Part II,8.0E7,2.54455984E8
Pina,4317946.0,1.4624826E7
The Roommate,1.6E7,4.049276E7
The Double Hour,3906840.0,4300000.0
The Way,0.0,4430765.0
Kung Fu Panda 2,1.5E8,6.6569229E8
Submarine,0.0,864659.0
Beginners,3200000.0,5332926.0
Super 8,5.0E7,2.60095984E8
Green Lantern,2.0E8,2.19851168E8
Elektra Luxx,0.0,10.0
Yoo Hoo Mrs Goldberg,0.0,1131688.0
Mr. Popper's Penguins,5.5E7,1.8736176E8
Bad Teacher,2.0E7,2.16197488E8
Why Did I Get Married Too?,2.0E7,6.0072596E7
Transformers: Dark of the Moon,1.95E8,1.12374694E9
Larry Crowne,3.0E7,3.6160376E7
Three,0.0,2611555.0
Zookeeper,8.0E7,1.69852752E8
Horrible Bosses,3.5E7,1.17E8
Cars 2,2.0E8,5.5985242E8
The Mysterious Lady,337.0,551.0
0,0.0,0.74029
Page One: Inside the New York Times,0.0,429766.0
Delhi Belly,4090000.0,1.8035E7
The Perfect Host,0.0,14870.0
Harry Potter and the Deathly Hallows: Part 2,1.25E8,1.342E9
Conan O'Brien Can't Stop,0.0,223959.0
Drive,1.5E7,7.8054824E7
Snow Flower and the Secret Fan,134005.0,1332231.0
Captain America: The First Avenger,1.4E8,3.7056976E8
"Crazy, Stupid, Love.",5.0E7,1.428512E8
One Day,1.5E7,5.9389432E7
The Guard,6000000.0,1.9560274E7
Peep World,0.0,10967.0
Beverly Hills Chihuahua 2,0.0,1.2E7
The Smurfs,1.1E8,5.6374931E8
Friends with Benefits,3.5E7,1.5048376E8
Alpha and Omega,2.0E7,3.93E7
Legend of the Fist: The Return of Chen Zhen,0.0,48398.0
Our Idiot Brother,1.0E7,1.7273592E7
Rise of the Planet of the Apes,9.3E7,4.82860192E8
Terri,0.0,144633.0
Happy New Year,0.0,41232.0
The Change-Up,5.2E7,7.545044E7
30 Minutes or Less,2.8E7,4.054744E7
Glee: The Concert Movie,9000000.0,1.8663238E7
An Invisible Sign,0.0,1279.0
Final Destination 5,4.7E7,1.57887648E8
A Very Harold & Kumar Christmas,1.9E7,3.5387212E7
Loose Cannons,7000000.0,8220215.0
Queen to Play,0.0,1056938.0
Spy Kids: All the Time in the World,2.7E7,8.5564312E7
Miranda,784170.0,834332.0
Don't Be Afraid of the Dark,2.5E7,3.6993168E7
Fright Night,1.7E7,2.4922236E7
Another Earth,100000.0,1776935.0
0,0.0,0.036891
The Greatest Movie Ever Sold,0.0,621951.0
The Debt,2.0E7,4.5636368E7
Colombiana,4.0E7,6.0965856E7
Bill Cunningham New York,0.0,1339650.0
Prom,8000000.0,1.013E7
The Inbetweeners Movie,0.0,8.8025784E7
The Interrupters,0.0,282448.0
Ceremony,0.0,22270.0
Wrecked,0.0,8020.0
I Don't Know How She Does It,2.4E7,3.0551496E7
Contagion,6.0E7,1.375516E8
Vigilante,0.0,5091888.0
Moneyball,5.0E7,1.10206216E8
The Avengers,2.2E8,1.51955789E9
A Dangerous Method,1.5E7,2.746204E7
The Ides of March,1.25E7,7.5993064E7
Bellflower,17000.0,101236.0
50/50,8000000.0,3.9187784E7
Once Upon a Time in Anatolia,0.0,138730.0
The Artist,1.5E7,1.33432856E8
Enthiran,2.64E7,6.2E7
Green Chair,0.0,2000000.0
Real Steel,1.1E8,2.99268512E8
Buck,0.0,386749.0
Footloose,2.4E7,6.3543328E7
Beautiful Boy,0.0,63931.0
Tyrannosaur,0.0,22321.0
Martha Marcy May Marlene,0.0,3538446.0
The Three Musketeers,7.5E7,1.3227448E8
In Time,4.0E7,1.73930592E8
Carnage,2.5E7,2.7603068E7
Margin Call,3500000.0,1.950404E7
